Species_original,Species_standardised,Reference,Trait,Temperature,Trait_value,Trait_unit,Latitude,Longitude
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,26.5,8.22E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,26.5,8.31E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,26.5,0.000008552,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,26.5,9.06E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,29,3.35E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,29,5.03E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,29,5.29E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,29,5.56E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,29,5.79E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,29,6.54E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,29,7.23E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,29,7.64E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,31,0,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,31,1.03E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,31,1.36E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,31,1.68E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,31,2.94E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,31,3.02E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,31,3.18E-06,s^-1,43.32,5.32
Prorocentrum minimum,Prorocentrum minimum,Grzebyk & Berland (1996),growth rate,31,3.35E-06,s^-1,43.32,5.32
Synura petersenii strain CCAP 960/3,Synura petersenii,Saxby-Rouen et al. (1997),growth rate,10,4.55E-06,s^-1,54.57,-3
Synura petersenii strain CCAP 960/3,Synura petersenii,Saxby-Rouen et al. (1997),growth rate,15,0.000006713,s^-1,54.57,-3
Synura petersenii strain CCAP 960/3,Synura petersenii,Saxby-Rouen et al. (1997),growth rate,20,1.15E-05,s^-1,54.57,-3
Synura petersenii strain CCAP 960/3,Synura petersenii,Saxby-Rouen et al. (1997),growth rate,25,1.09E-05,s^-1,54.57,-3
Cylindrospermopsis raciborskii strain PMC 99.12,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,15,9.26E-07,s^-1,48.94,2.31
Cylindrospermopsis raciborskii strain PMC 99.12,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,20,2.94E-06,s^-1,48.94,2.31
Cylindrospermopsis raciborskii strain PMC 99.12,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,25,4.72E-06,s^-1,48.94,2.31
Cylindrospermopsis raciborskii strain PMC 99.12,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,30,4.86E-06,s^-1,48.94,2.31
Cylindrospermopsis raciborskii strain PMC 99.12,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,35,4.39E-06,s^-1,48.94,2.31
Cylindrospermopsis raciborskii strain PMC 99.12,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,40,1.93E-06,s^-1,48.94,2.31
Cylindrospermopsis raciborskii strain ACT-9502,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,15,1.19E-06,s^-1,46.85,17.75
Cylindrospermopsis raciborskii strain ACT-9502,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,20,3.18E-06,s^-1,46.85,17.75
Cylindrospermopsis raciborskii strain ACT-9502,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,25,3.26E-06,s^-1,46.85,17.75
Cylindrospermopsis raciborskii strain ACT-9502,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,30,3.98E-06,s^-1,46.85,17.75
Cylindrospermopsis raciborskii strain ACT-9502,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,35,4.12E-06,s^-1,46.85,17.75
Cylindrospermopsis raciborskii strain ACT-9502,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,40,2.13E-06,s^-1,46.85,17.75
Cylindrospermopsis raciborskii strain CYLI-53,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,15,1.60E-06,s^-1,52.16,13.99
Cylindrospermopsis raciborskii strain CYLI-53,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,20,2.67E-06,s^-1,52.16,13.99
Cylindrospermopsis raciborskii strain CYLI-53,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,25,4.00E-06,s^-1,52.16,13.99
Cylindrospermopsis raciborskii strain CYLI-53,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,30,4.86E-06,s^-1,52.16,13.99
Cylindrospermopsis raciborskii strain CYLI-53,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,35,0.000003588,s^-1,52.16,13.99
Cylindrospermopsis raciborskii strain CYLI-53,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,40,-1.04E-06,s^-1,52.16,13.99
Cylindrospermopsis raciborskii strain ITEP-O18,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,15,1.67E-06,s^-1,-8.1,-36.22
Cylindrospermopsis raciborskii strain ITEP-O18,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,20,3.66E-06,s^-1,-8.1,-36.22
Cylindrospermopsis raciborskii strain ITEP-O18,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,25,5.05E-06,s^-1,-8.1,-36.22
Cylindrospermopsis raciborskii strain ITEP-O18,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,30,4.99E-06,s^-1,-8.1,-36.22
Cylindrospermopsis raciborskii strain ITEP-O18,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,35,4.59E-06,s^-1,-8.1,-36.22
Cylindrospermopsis raciborskii strain ITEP-O18,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,40,7.41E-07,s^-1,-8.1,-36.22
Cylindrospermopsis raciborskii strain CYP-026J,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,15,0.000001875,s^-1,-30.09,145.94
Cylindrospermopsis raciborskii strain CYP-026J,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,20,3.34E-06,s^-1,-30.09,145.94
Cylindrospermopsis raciborskii strain CYP-026J,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,25,4.86E-06,s^-1,-30.09,145.94
Cylindrospermopsis raciborskii strain CYP-026J,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,30,4.90E-06,s^-1,-30.09,145.94
Cylindrospermopsis raciborskii strain CYP-026J,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,35,4.10E-06,s^-1,-30.09,145.94
Cylindrospermopsis raciborskii strain CYP-026J,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,40,3.82E-07,s^-1,-30.09,145.94
Cylindrospermopsis raciborskii strain PMC 99.06,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,15,8.56E-07,s^-1,22.73,-99.8
Cylindrospermopsis raciborskii strain PMC 99.06,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,20,3.70E-06,s^-1,22.73,-99.8
Cylindrospermopsis raciborskii strain PMC 99.06,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,25,5.02E-06,s^-1,22.73,-99.8
Cylindrospermopsis raciborskii strain PMC 99.06,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,30,4.80E-06,s^-1,22.73,-99.8
Cylindrospermopsis raciborskii strain PMC 99.06,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,35,5.13E-06,s^-1,22.73,-99.8
Cylindrospermopsis raciborskii strain PMC 99.06,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,40,-0.00000125,s^-1,22.73,-99.8
Cylindrospermopsis raciborskii strain PMC 117.02,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,15,1.06E-06,s^-1,16.24,-15.83
Cylindrospermopsis raciborskii strain PMC 117.02,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,20,2.08E-06,s^-1,16.24,-15.83
Cylindrospermopsis raciborskii strain PMC 117.02,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,25,3.34E-06,s^-1,16.24,-15.83
Cylindrospermopsis raciborskii strain PMC 117.02,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,30,3.26E-06,s^-1,16.24,-15.83
Cylindrospermopsis raciborskii strain PMC 117.02,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,35,3.18E-06,s^-1,16.24,-15.83
Cylindrospermopsis raciborskii strain PMC 117.02,Cylindrospermopsis raciborskii,Briand et al. (2004),growth rate,40,-7.18E-07,s^-1,16.24,-15.83
Planktothrix agardhii,Planktothrix agardhii,Briand et al. (2004),growth rate,15,3.23E-06,s^-1,NA,NA
Planktothrix agardhii,Planktothrix agardhii,Briand et al. (2004),growth rate,20,4.40E-06,s^-1,NA,NA
Planktothrix agardhii,Planktothrix agardhii,Briand et al. (2004),growth rate,25,4.44E-06,s^-1,NA,NA
Planktothrix agardhii,Planktothrix agardhii,Briand et al. (2004),growth rate,30,3.56E-06,s^-1,NA,NA
Planktothrix agardhii,Planktothrix agardhii,Briand et al. (2004),growth rate,35,0.000000706,s^-1,NA,NA
Gymnodinium catenatum,Gymnodinium catenatum,Bravo & Anderson (1994),growth rate,10,0,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo & Anderson (1994),growth rate,13,9.07E-07,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo & Anderson (1994),growth rate,15,0.000001773,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo & Anderson (1994),growth rate,17,3.11E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo & Anderson (1994),growth rate,18,3.48E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo & Anderson (1994),growth rate,20,3.18E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo & Anderson (1994),growth rate,21.5,3.31E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo & Anderson (1994),growth rate,22.5,4.31E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo & Anderson (1994),growth rate,24,4.24E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo & Anderson (1994),growth rate,25.5,3.78E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo & Anderson (1994),growth rate,26.5,4.13E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo & Anderson (1994),growth rate,27.5,4.14E-06,s^-1,42.43,-8.95
Gymnodinium catenatum,Gymnodinium catenatum,Bravo & Anderson (1994),growth rate,29,0,s^-1,42.43,-8.95
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,12,0,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,14,2.55E-07,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,15,6.60E-07,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,16,9.61E-07,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,17,1.20E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,19,1.57E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,20,2.27E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,21,2.18E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,22,2.33E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,23,2.99E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,23.5,2.93E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,24.5,3.30E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,25.5,2.97E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,27,2.97E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,28,2.93E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,29,3.31E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,29.5,2.99E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,30.5,3.18E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,31.5,3.31E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,33,2.97E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,34,2.78E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,35,2.82E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,36,1.92E-06,s^-1,44.68,-76.38
Microcystis aeruginosa strain NRC-1,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,37,2.22E-06,s^-1,44.68,-76.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,10.5,5.79E-08,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,12,1.05E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,13,0.000001713,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,14.5,0.000001713,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,15.5,2.26E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,16.5,2.18E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,18.5,2.84E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,19.5,2.45E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,20.5,2.95E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,21,2.92E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,22,3.06E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,23,0.000003287,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,24,3.38E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,25.5,0.000003206,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,26.5,0.000003588,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,27.5,3.33E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,28.5,3.33E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,29,3.63E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,30.5,0.000003588,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,31.5,3.37E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,32.5,3.58E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,33,3.61E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,34,0.000003044,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,36,1.83E-06,s^-1,23.13,-82.38
"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Anacystis incerta,Krï¿½ger & Eloff (1978),growth rate,36.5,0.000000544,s^-1,23.13,-82.38
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,12,0.000000162,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,13.5,7.18E-07,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,14.5,1.08E-06,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,15.5,1.47E-06,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,17.5,1.77E-06,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,18.5,1.90E-06,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,19.5,2.37E-06,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,21,2.57E-06,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,22.5,2.53E-06,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,23,2.78E-06,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,24,0.000002963,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,25,0.000003206,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,26,3.08E-06,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,27,3.08E-06,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,28,3.17E-06,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,29,0.000003044,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,30,3.08E-06,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,31,3.22E-06,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,32,3.25E-06,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,34,0.000003206,s^-1,43.11,-89.42
Microcystis aeruginosa strain Berkeley 7005,Microcystis aeruginosa,Krï¿½ger & Eloff (1978),growth rate,35,0,s^-1,43.11,-89.42
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,10.5,6.94E-08,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,12,4.05E-07,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,13.5,6.60E-07,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,15,0.00000125,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,16.5,2.18E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,18,2.78E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,19.5,2.99E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,20.5,3.38E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,22,3.15E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,23.5,3.69E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,25,3.40E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,26.5,3.69E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,27.5,3.69E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,29,3.54E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,30,3.50E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,31,3.54E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,32.5,3.54E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,34,3.69E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,35,3.69E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,36,3.54E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,37.5,3.69E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,38.5,3.94E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,40,3.45E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,41.5,3.80E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,42.5,3.25E-06,s^-1,37.87,-122.27
"Synechococcus sp. strain UV-005, PCC 6311",Synechococcus,Krï¿½ger & Eloff (1978),growth rate,44.5,3.54E-06,s^-1,37.87,-122.27
Ceratium tripos var. atlanticum,Ceratium tripos,Nordli (1957),growth rate,5,1.84E-06,s^-1,59.67,10.61
Ceratium tripos var. atlanticum,Ceratium tripos,Nordli (1957),growth rate,10,1.95E-06,s^-1,59.67,10.61
Ceratium tripos var. atlanticum,Ceratium tripos,Nordli (1957),growth rate,15,2.04E-06,s^-1,59.67,10.61
